timestamp,open,high,low,close,volume
2025-07-15 12:37:00+05:30,2985.15,2988.64,2985.13,2986.86,558.6154
2025-07-15 12:38:00+05:30,2986.86,2987.29,2985.53,2985.99,262.3714
2025-07-15 12:39:00+05:30,2985.99,2987.28,2985.52,2987.0,291.0953
2025-07-15 12:40:00+05:30,2986.99,2988.63,2986.99,2988.4,303.1223
2025-07-15 12:41:00+05:30,2988.4,2989.64,2988.39,2988.61,234.4922
2025-07-15 12:42:00+05:30,2988.6,2989.4,2986.31,2986.31,239.3157
2025-07-15 12:43:00+05:30,2986.32,2986.32,2983.28,2984.49,613.4089
2025-07-15 12:44:00+05:30,2984.5,2986.0,2984.3,2984.91,145.6686
2025-07-15 12:45:00+05:30,2984.9,2985.8,2984.68,2984.8,125.7701
2025-07-15 12:46:00+05:30,2984.8,2984.8,2981.9,2982.34,416.1514
2025-07-15 12:47:00+05:30,2982.35,2986.5,2981.85,2986.5,787.7791
2025-07-15 12:48:00+05:30,2986.49,2987.18,2985.31,2986.49,527.8293
2025-07-15 12:49:00+05:30,2986.49,2986.6,2983.6,2984.25,597.7769
2025-07-15 12:50:00+05:30,2984.25,2988.6,2984.24,2987.99,863.1033
2025-07-15 12:51:00+05:30,2988.0,2988.49,2987.32,2988.49,351.5785
2025-07-15 12:52:00+05:30,2988.49,2990.58,2988.21,2989.45,1119.6202
2025-07-15 12:53:00+05:30,2989.45,2989.68,2988.24,2988.43,133.5221
2025-07-15 12:54:00+05:30,2988.43,2991.4,2987.54,2991.14,290.7963
2025-07-15 12:55:00+05:30,2991.13,2991.8,2989.99,2990.0,182.0804
2025-07-15 12:56:00+05:30,2990.0,2992.18,2988.81,2991.51,656.605
2025-07-15 12:57:00+05:30,2991.5,2991.51,2989.99,2990.42,165.9778
2025-07-15 12:58:00+05:30,2990.42,2990.42,2989.49,2989.71,145.8897
2025-07-15 12:59:00+05:30,2989.71,2989.87,2988.7,2988.7,102.3129
2025-07-15 13:00:00+05:30,2988.71,2988.85,2986.09,2986.09,253.8741
2025-07-15 13:01:00+05:30,2986.1,2986.77,2985.23,2985.97,216.086
2025-07-15 13:02:00+05:30,2985.96,2986.43,2984.7,2985.75,163.753
2025-07-15 13:03:00+05:30,2985.76,2987.44,2984.28,2985.74,382.3894
2025-07-15 13:04:00+05:30,2985.75,2986.25,2985.01,2985.02,136.1621
2025-07-15 13:05:00+05:30,2985.02,2985.83,2985.01,2985.82,56.9857
2025-07-15 13:06:00+05:30,2985.83,2985.92,2985.53,2985.54,82.9896
2025-07-15 13:07:00+05:30,2985.54,2986.05,2984.63,2984.89,150.4741
2025-07-15 13:08:00+05:30,2984.9,2984.9,2981.57,2982.17,551.7529
2025-07-15 13:09:00+05:30,2982.17,2983.73,2980.39,2980.39,323.0161
2025-07-15 13:10:00+05:30,2980.38,2981.64,2979.1,2981.64,1429.8783
2025-07-15 13:11:00+05:30,2981.64,2982.59,2981.2,2981.63,320.9564
2025-07-15 13:12:00+05:30,2981.64,2983.85,2981.18,2982.41,723.0153
2025-07-15 13:13:00+05:30,2982.41,2982.41,2978.13,2978.13,467.3459
2025-07-15 13:14:00+05:30,2978.14,2979.86,2977.73,2978.04,238.4147
2025-07-15 13:15:00+05:30,2978.05,2979.5,2976.55,2976.95,265.4842
2025-07-15 13:16:00+05:30,2976.96,2977.1,2974.95,2975.99,278.3425
2025-07-15 13:17:00+05:30,2975.99,2977.47,2974.78,2974.78,182.3593
2025-07-15 13:18:00+05:30,2974.79,2975.78,2974.4,2974.93,173.8485
2025-07-15 13:19:00+05:30,2974.93,2975.5,2972.9,2973.48,660.4215
2025-07-15 13:20:00+05:30,2973.48,2975.55,2972.96,2975.41,551.7174
2025-07-15 13:21:00+05:30,2975.42,2977.83,2974.41,2975.52,485.1436
2025-07-15 13:22:00+05:30,2975.52,2978.65,2974.78,2977.38,426.7907
2025-07-15 13:23:00+05:30,2977.38,2981.69,2977.37,2980.4,320.1111
2025-07-15 13:24:00+05:30,2980.4,2982.76,2979.72,2981.99,307.1436
2025-07-15 13:25:00+05:30,2982.0,2982.38,2979.69,2979.7,100.929
2025-07-15 13:26:00+05:30,2979.7,2983.0,2979.69,2982.99,234.4478
2025-07-15 13:27:00+05:30,2983.0,2983.5,2981.62,2982.2,222.9566
2025-07-15 13:28:00+05:30,2982.21,2982.36,2979.17,2979.59,394.1648
2025-07-15 13:29:00+05:30,2979.59,2979.59,2976.65,2977.49,231.6131
2025-07-15 13:30:00+05:30,2977.5,2978.5,2975.0,2977.3,437.5721
2025-07-15 13:31:00+05:30,2977.3,2978.0,2973.68,2973.68,519.3237
2025-07-15 13:32:00+05:30,2973.69,2974.62,2972.0,2972.3,278.7883
2025-07-15 13:33:00+05:30,2972.29,2973.27,2970.34,2971.55,930.9757
2025-07-15 13:34:00+05:30,2971.55,2972.94,2970.64,2971.06,308.2121
2025-07-15 13:35:00+05:30,2971.05,2973.5,2971.05,2973.13,254.2225
2025-07-15 13:36:00+05:30,2973.13,2973.65,2971.52,2973.65,127.4815
2025-07-15 13:37:00+05:30,2973.65,2974.0,2972.57,2973.59,89.9117
2025-07-15 13:38:00+05:30,2973.59,2973.7,2971.5,2971.5,207.3417
2025-07-15 13:39:00+05:30,2971.51,2973.14,2971.5,2972.39,233.419
2025-07-15 13:40:00+05:30,2972.4,2973.0,2972.0,2972.18,432.9957
2025-07-15 13:41:00+05:30,2972.18,2972.99,2971.89,2972.26,297.2685
2025-07-15 13:42:00+05:30,2972.26,2972.7,2967.51,2968.91,1046.1858
2025-07-15 13:43:00+05:30,2968.9,2970.5,2968.77,2970.31,185.305
2025-07-15 13:44:00+05:30,2970.31,2970.6,2969.01,2969.01,177.7631
2025-07-15 13:45:00+05:30,2969.02,2970.55,2965.86,2970.34,512.8572
2025-07-15 13:46:00+05:30,2970.34,2970.34,2964.44,2965.33,874.6641
2025-07-15 13:47:00+05:30,2965.33,2967.99,2964.13,2964.2,283.3996
2025-07-15 13:48:00+05:30,2964.21,2968.39,2962.01,2967.34,644.1865
2025-07-15 13:49:00+05:30,2967.34,2967.62,2966.0,2966.17,205.2385
2025-07-15 13:50:00+05:30,2966.17,2967.73,2962.23,2962.24,304.216
2025-07-15 13:51:00+05:30,2962.24,2966.34,2958.84,2966.01,1249.5766
2025-07-15 13:52:00+05:30,2966.01,2971.73,2965.14,2971.01,525.3296
2025-07-15 13:53:00+05:30,2971.01,2974.8,2971.01,2973.89,344.3022
2025-07-15 13:54:00+05:30,2973.88,2976.5,2973.52,2974.82,736.5297
2025-07-15 13:55:00+05:30,2974.82,2974.82,2970.37,2970.37,270.2746
2025-07-15 13:56:00+05:30,2970.32,2975.52,2970.32,2974.72,476.2586
2025-07-15 13:57:00+05:30,2974.71,2975.82,2974.33,2975.01,222.097
2025-07-15 13:58:00+05:30,2975.02,2975.6,2974.98,2975.3,457.694
2025-07-15 13:59:00+05:30,2975.3,2975.3,2974.6,2974.89,280.4226
2025-07-15 14:00:00+05:30,2974.88,2976.12,2974.06,2975.01,624.1682
2025-07-15 14:01:00+05:30,2975.0,2975.6,2973.75,2974.0,146.0688
2025-07-15 14:02:00+05:30,2974.0,2975.48,2973.52,2973.98,291.2493
2025-07-15 14:03:00+05:30,2973.98,2975.23,2970.67,2970.68,341.1236
2025-07-15 14:04:00+05:30,2970.68,2975.47,2970.68,2975.46,325.5278
2025-07-15 14:05:00+05:30,2975.47,2983.2,2974.8,2982.9,562.1552
2025-07-15 14:06:00+05:30,2982.91,2983.06,2979.13,2979.13,453.1074
2025-07-15 14:07:00+05:30,2979.13,2982.08,2978.91,2982.07,507.5931
2025-07-15 14:08:00+05:30,2982.07,2982.99,2981.62,2982.26,168.1558
2025-07-15 14:09:00+05:30,2982.25,2982.78,2981.57,2981.96,269.6741
2025-07-15 14:10:00+05:30,2981.95,2982.24,2979.6,2980.86,372.2503
2025-07-15 14:11:00+05:30,2980.86,2983.05,2980.86,2982.85,336.7181
2025-07-15 14:12:00+05:30,2982.84,2983.0,2981.11,2981.81,135.06
