timestamp,open,high,low,close,volume
2025-07-15 12:37:00+05:30,160.41,160.54,160.39,160.46,1084.219
2025-07-15 12:38:00+05:30,160.46,160.52,160.43,160.45,2219.614
2025-07-15 12:39:00+05:30,160.46,160.5,160.41,160.44,499.235
2025-07-15 12:40:00+05:30,160.44,160.44,160.37,160.4,1077.174
2025-07-15 12:41:00+05:30,160.41,160.45,160.4,160.42,832.885
2025-07-15 12:42:00+05:30,160.41,160.47,160.28,160.29,2473.142
2025-07-15 12:43:00+05:30,160.28,160.28,160.2,160.2,1212.971
2025-07-15 12:44:00+05:30,160.2,160.32,160.2,160.25,1567.993
2025-07-15 12:45:00+05:30,160.25,160.25,160.17,160.19,589.17
2025-07-15 12:46:00+05:30,160.19,160.19,160.08,160.08,740.989
2025-07-15 12:47:00+05:30,160.08,160.16,160.03,160.15,804.954
2025-07-15 12:48:00+05:30,160.16,160.19,160.11,160.16,513.253
2025-07-15 12:49:00+05:30,160.16,160.18,160.1,160.11,1015.71
2025-07-15 12:50:00+05:30,160.11,160.28,160.11,160.28,1563.918
2025-07-15 12:51:00+05:30,160.27,160.31,160.25,160.3,327.314
2025-07-15 12:52:00+05:30,160.3,160.39,160.3,160.38,732.953
2025-07-15 12:53:00+05:30,160.38,160.41,160.32,160.36,683.05
2025-07-15 12:54:00+05:30,160.36,160.46,160.32,160.45,299.329
2025-07-15 12:55:00+05:30,160.45,160.45,160.36,160.37,910.769
2025-07-15 12:56:00+05:30,160.36,160.52,160.33,160.51,903.581
2025-07-15 12:57:00+05:30,160.51,160.57,160.47,160.51,1008.458
2025-07-15 12:58:00+05:30,160.5,160.57,160.49,160.57,190.819
2025-07-15 12:59:00+05:30,160.56,160.59,160.5,160.5,1164.647
2025-07-15 13:00:00+05:30,160.49,160.49,160.36,160.36,1139.112
2025-07-15 13:01:00+05:30,160.37,160.41,160.33,160.34,828.413
2025-07-15 13:02:00+05:30,160.33,160.34,160.23,160.23,1359.195
2025-07-15 13:03:00+05:30,160.23,160.33,160.2,160.31,1494.156
2025-07-15 13:04:00+05:30,160.32,160.34,160.28,160.3,399.693
2025-07-15 13:05:00+05:30,160.3,160.32,160.23,160.29,454.648
2025-07-15 13:06:00+05:30,160.29,160.35,160.21,160.21,895.75
2025-07-15 13:07:00+05:30,160.21,160.26,160.18,160.21,1439.767
2025-07-15 13:08:00+05:30,160.2,160.26,160.1,160.25,1450.05
2025-07-15 13:09:00+05:30,160.26,160.26,160.04,160.05,1586.41
2025-07-15 13:10:00+05:30,160.05,160.09,159.95,160.09,3548.58
2025-07-15 13:11:00+05:30,160.09,160.2,160.08,160.1,1775.534
2025-07-15 13:12:00+05:30,160.11,160.29,160.1,160.22,2604.804
2025-07-15 13:13:00+05:30,160.22,160.23,160.08,160.12,2045.243
