timestamp,open,high,low,close,volume,ema20,rsi14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,buy_signal,target,stop_loss
2025-07-15 12:37:00+05:30,3.8986,3.9069,3.8986,3.9024,71895.0,,,,,,0,,
2025-07-15 12:38:00+05:30,3.9025,3.9048,3.8973,3.8973,48385.8,,,,,,0,,
2025-07-15 12:39:00+05:30,3.8973,3.9099,3.8973,3.9084,61348.1,,,,,,0,,
2025-07-15 12:40:00+05:30,3.9086,3.9126,3.9074,3.9075,48299.4,,,,,,0,,
2025-07-15 12:41:00+05:30,3.9076,3.9143,3.9062,3.913,46970.2,,,,,,0,,
2025-07-15 12:42:00+05:30,3.9126,3.9135,3.8998,3.8998,35756.3,,,,,,0,,
2025-07-15 12:43:00+05:30,3.8999,3.901,3.8902,3.8963,101597.7,,,,,,0,,
2025-07-15 12:44:00+05:30,3.8963,3.8988,3.8937,3.8971,29726.4,,,,,,0,,
2025-07-15 12:45:00+05:30,3.897,3.8983,3.8938,3.8938,24906.8,,,,,,0,,
2025-07-15 12:46:00+05:30,3.8938,3.8964,3.893,3.8945,59797.8,,,,,,0,,
2025-07-15 12:47:00+05:30,3.8945,3.9063,3.8937,3.9054,24566.1,,,,,,0,,
2025-07-15 12:48:00+05:30,3.9055,3.9088,3.9054,3.9078,13469.3,,,,,,0,,
2025-07-15 12:49:00+05:30,3.9078,3.9099,3.9017,3.907,19100.0,,,,,,0,,
2025-07-15 12:50:00+05:30,3.9068,3.9109,3.9063,3.9106,9286.9,,,,,,0,,
2025-07-15 12:51:00+05:30,3.9106,3.9135,3.9077,3.9084,27543.9,,57.25469388676147,,,,0,,
2025-07-15 12:52:00+05:30,3.9086,3.9179,3.9057,3.9158,124810.5,,64.73503276940875,,,,0,,
2025-07-15 12:53:00+05:30,3.9158,3.9187,3.9158,3.917,15998.5,,65.78080437979175,,,,0,,
2025-07-15 12:54:00+05:30,3.9169,3.9261,3.9163,3.9231,199207.2,,70.56009121090254,,,,0,,
2025-07-15 12:55:00+05:30,3.9228,3.9234,3.9197,3.92,12475.8,,65.5496044737728,,,,0,,
2025-07-15 12:56:00+05:30,3.9203,3.9241,3.92,3.9212,16383.4,3.90732,66.5400936632404,,,,0,,
2025-07-15 12:57:00+05:30,3.9213,3.9217,3.915,3.9163,12892.2,3.908175238095238,59.07158836426871,,,,0,,
2025-07-15 12:58:00+05:30,3.9162,3.9169,3.9143,3.9165,9707.2,3.908968072562359,59.272523731026666,,,,0,,
2025-07-15 12:59:00+05:30,3.9167,3.9195,3.9114,3.9117,10117.2,3.909228256127848,52.5983222939861,,,,0,,
2025-07-15 13:00:00+05:30,3.9116,3.9116,3.9065,3.9065,280149.5,3.9089684222109113,46.49086663641285,,,,0,,
2025-07-15 13:01:00+05:30,3.9065,3.9088,3.8995,3.9078,58491.1,3.908857143905109,48.112946133721,,,,0,,
2025-07-15 13:02:00+05:30,3.9077,3.9081,3.9017,3.9026,26149.0,3.908261225437956,42.55584714708135,0.0024793718885369,,,0,,
2025-07-15 13:03:00+05:30,3.9027,3.9049,3.8998,3.9016,22062.5,3.9076268230152937,41.56167729910239,0.0015880023803727,,,0,,
2025-07-15 13:04:00+05:30,3.9016,3.9018,3.899,3.9,16525.7,3.906900458918599,39.95340418474939,0.0007439037357386,,,0,,
2025-07-15 13:05:00+05:30,3.9001,3.9086,3.9001,3.9048,98673.6,3.906700415212066,46.62610388160627,0.0004570013362585,,,0,,
2025-07-15 13:06:00+05:30,3.9049,3.9068,3.9033,3.9033,17425.7,3.9063765661442496,44.94524353515208,0.0001073541419511,,,0,,
2025-07-15 13:07:00+05:30,3.9035,3.9036,3.8976,3.8988,38026.7,3.9056549884162255,40.25661624973161,-0.0005267837355487,,,0,,
2025-07-15 13:08:00+05:30,3.8986,3.8994,3.8929,3.8963,71388.8,3.90476403713849,37.89168731080009,-0.0012170423719308,,,0,,
2025-07-15 13:09:00+05:30,3.8964,3.8972,3.8931,3.8957,20438.4,3.9039007955062535,37.32495747790478,-0.0017918371169947,,,0,,
2025-07-15 13:10:00+05:30,3.8957,3.8972,3.893,3.8966,73793.5,3.903205481648515,38.80350278417147,-0.0021499602122214,-0.0021155168840172,-3.4443328204187334e-05,0,,
2025-07-15 13:11:00+05:30,3.8967,3.8967,3.8943,3.896,28872.7,3.902519245301037,38.157238199639984,-0.0024539032616188,-0.0019355679467317,-0.0005183353148871,0,,
2025-07-15 13:12:00+05:30,3.896,3.9062,3.8951,3.9016,78901.1,3.90243169812951,47.02531191218422,-0.0022173469241195,-0.0013592092873859,-0.0008581376367336,0,,
2025-07-15 13:13:00+05:30,3.9015,3.9015,3.8922,3.8932,31919.6,3.9015524887838415,38.18100646602264,-0.0026768273215309,-0.0014549517478378,-0.001221875573693,0,,
2025-07-15 13:14:00+05:30,3.8931,3.9006,3.8917,3.899,67971.1,3.901309394613953,45.76572207269569,-0.0025436358685446,-0.0010574082358812,-0.0014862276326634,0,,
