timestamp,open,high,low,close,volume,ema20,rsi14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,buy_signal,target,stop_loss
2025-07-15 12:37:00+05:30,2.8606,2.8658,2.8602,2.8623,142485.9,,,,,,0,,
2025-07-15 12:38:00+05:30,2.8624,2.8629,2.86,2.8601,99840.1,,,,,,0,,
2025-07-15 12:39:00+05:30,2.8601,2.8607,2.8587,2.86,85479.7,,,,,,0,,
2025-07-15 12:40:00+05:30,2.86,2.8614,2.8575,2.8588,151284.4,,,,,,0,,
2025-07-15 12:41:00+05:30,2.8587,2.8612,2.8571,2.8592,182575.1,,,,,,0,,
2025-07-15 12:42:00+05:30,2.8591,2.8597,2.8564,2.8567,269885.3,,,,,,0,,
2025-07-15 12:43:00+05:30,2.8567,2.8568,2.854,2.8545,232109.4,,,,,,0,,
2025-07-15 12:44:00+05:30,2.8545,2.8574,2.8543,2.8544,143424.8,,,,,,0,,
2025-07-15 12:45:00+05:30,2.8545,2.8565,2.8542,2.8542,104746.5,,,,,,0,,
2025-07-15 12:46:00+05:30,2.8543,2.856,2.8534,2.8539,66692.0,,,,,,0,,
2025-07-15 12:47:00+05:30,2.8539,2.8555,2.8524,2.8555,119825.9,,,,,,0,,
2025-07-15 12:48:00+05:30,2.8555,2.8565,2.8541,2.8556,129707.5,,,,,,0,,
2025-07-15 12:49:00+05:30,2.8556,2.8556,2.8507,2.8508,139373.3,,,,,,0,,
2025-07-15 12:50:00+05:30,2.8507,2.8541,2.8507,2.8541,136660.7,,,,,,0,,
2025-07-15 12:51:00+05:30,2.8541,2.8563,2.8525,2.8563,186427.6,,44.330771587963326,,,,0,,
2025-07-15 12:52:00+05:30,2.8563,2.8603,2.8563,2.8591,147228.2,,53.5619934545612,,,,0,,
2025-07-15 12:53:00+05:30,2.8591,2.8599,2.8555,2.8558,107382.5,,44.249022291274514,,,,0,,
2025-07-15 12:54:00+05:30,2.8559,2.859,2.8546,2.8577,163945.7,,49.674567498621336,,,,0,,
2025-07-15 12:55:00+05:30,2.8578,2.8606,2.8571,2.8579,147015.9,,50.22369679696039,,,,0,,
2025-07-15 12:56:00+05:30,2.8579,2.8614,2.8563,2.8607,197050.9,2.8568800000000003,57.25568565413395,,,,0,,
2025-07-15 12:57:00+05:30,2.8606,2.8612,2.8595,2.8602,54856.6,2.8571961904761904,55.74132445133159,,,,0,,
2025-07-15 12:58:00+05:30,2.8602,2.8636,2.8596,2.8635,101739.8,2.8577965532879817,62.74497315864109,,,,0,,
2025-07-15 12:59:00+05:30,2.8636,2.864,2.8612,2.8616,73319.2,2.858158786308174,57.138624925837874,,,,0,,
2025-07-15 13:00:00+05:30,2.8616,2.8644,2.8601,2.8612,135675.3,2.858448425707396,56.00410515566541,,,,0,,
2025-07-15 13:01:00+05:30,2.8612,2.8629,2.8605,2.8619,99218.7,2.858777147068596,57.59105247597088,,,,0,,
2025-07-15 13:02:00+05:30,2.8619,2.8629,2.8588,2.8592,194943.9,2.858817418776349,50.08655036916274,0.0018251921473204,,,0,,
2025-07-15 13:03:00+05:30,2.8592,2.8617,2.8577,2.8609,194214.4,2.859015759845268,54.13867939484047,0.0017843232261243,,,0,,
2025-07-15 13:04:00+05:30,2.8609,2.8632,2.8604,2.8619,145682.4,2.859290449383814,56.3818813313634,0.0018117413280225,,,0,,
2025-07-15 13:05:00+05:30,2.8619,2.865,2.8617,2.8641,216197.8,2.8597485018234505,60.91165461614271,0.0019880746975671,,,0,,
