timestamp,open,high,low,close,volume,ema20,rsi14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9
2025-07-15 12:37:00+05:30,116918.64,117020.63,116918.64,116990.35,32.36486,,,,,
2025-07-15 12:38:00+05:30,116990.35,117050.0,116990.35,117049.99,5.5607,,,,,
2025-07-15 12:39:00+05:30,117049.99,117068.09,117043.77,117064.79,24.62341,,,,,
2025-07-15 12:40:00+05:30,117064.8,117082.43,117056.6,117057.08,14.82916,,,,,
2025-07-15 12:41:00+05:30,117057.08,117116.0,117057.07,117100.0,13.10021,,,,,
2025-07-15 12:42:00+05:30,117100.0,117132.07,117086.62,117089.64,28.68698,,,,,
2025-07-15 12:43:00+05:30,117089.64,117089.65,117043.29,117043.3,6.72244,,,,,
2025-07-15 12:44:00+05:30,117043.3,117064.98,116976.65,117000.0,42.68153,,,,,
2025-07-15 12:45:00+05:30,116999.99,117021.14,116996.28,116996.28,18.9811,,,,,
2025-07-15 12:46:00+05:30,116996.29,117018.37,116961.26,116961.26,27.3551,,,,,
2025-07-15 12:47:00+05:30,116961.26,117017.53,116938.52,117017.53,28.13008,,,,,
2025-07-15 12:48:00+05:30,117017.52,117017.72,116973.6,117017.72,32.04621,,,,,
2025-07-15 12:49:00+05:30,117017.71,117017.72,116950.0,116950.01,27.24747,,,,,
2025-07-15 12:50:00+05:30,116950.01,117018.33,116950.0,117007.11,14.276,,,,,
2025-07-15 12:51:00+05:30,117007.11,117025.0,116988.29,117005.44,21.49197,,49.58287745003134,,,
2025-07-15 12:52:00+05:30,117005.45,117062.67,117005.45,117026.06,14.88547,,53.15701138500947,,,
2025-07-15 12:53:00+05:30,117026.07,117031.08,116993.76,117006.52,7.08906,,49.570773879616816,,,
2025-07-15 12:54:00+05:30,117006.53,117036.2,116958.95,117036.19,8.50007,,54.58137825956686,,,
2025-07-15 12:55:00+05:30,117036.2,117041.94,117012.01,117012.76,9.978,,50.32869619507952,,,
2025-07-15 12:56:00+05:30,117012.76,117066.2,117001.01,117052.37,15.3247,117024.22,56.499352729946075,,,
2025-07-15 12:57:00+05:30,117052.36,117052.37,117025.19,117036.89,6.76071,117025.42666666667,53.69206628297896,,,
2025-07-15 12:58:00+05:30,117036.9,117036.9,117030.27,117030.28,5.28389,117025.88888888889,52.49268509888949,,,
2025-07-15 12:59:00+05:30,117030.28,117041.61,116958.94,116958.95,15.73209,117019.51375661376,41.67413311563366,,,
2025-07-15 13:00:00+05:30,116958.95,116958.95,116896.01,116896.02,17.32534,117007.75244646006,34.85005477337831,,,
2025-07-15 13:01:00+05:30,116896.01,116896.02,116859.0,116859.0,11.33361,116993.58554679719,31.57455185538296,,,
2025-07-15 13:02:00+05:30,116859.01,116876.55,116800.77,116839.4,80.07784,116978.90120900699,29.96855507591128,-48.99940819722542,,
2025-07-15 13:03:00+05:30,116839.4,116938.24,116839.39,116848.21,23.36624,116966.4544271968,31.651390626320648,-53.89161408052314,,
2025-07-15 13:04:00+05:30,116848.21,116870.54,116844.32,116858.94,16.50604,116956.21495793997,33.73977294548664,-56.254435053720954,,
2025-07-15 13:05:00+05:30,116858.94,116869.22,116845.0,116869.22,19.73875,116947.92972385045,35.764802946424766,-56.64451490389183,,
2025-07-15 13:06:00+05:30,116869.22,116869.22,116844.34,116844.35,14.08788,116938.06498824563,33.127080703172865,-58.28854310668248,,
2025-07-15 13:07:00+05:30,116844.35,116844.35,116805.85,116826.01,22.75387,116927.39308460319,31.294155707902238,-60.3753624324454,,
2025-07-15 13:08:00+05:30,116826.0,116826.01,116729.76,116748.16,35.61813,116910.32326702193,24.976719172437665,-67.53255293061375,,
2025-07-15 13:09:00+05:30,116748.17,116790.6,116700.02,116700.03,22.15102,116890.29533682935,22.017437232712904,-76.2098668202816,,
2025-07-15 13:10:00+05:30,116700.02,116700.03,116655.07,116676.95,26.42878,116869.97673332179,20.747943294772817,-83.98098320882127,-21.516840905020622,-62.46414230380065
2025-07-15 13:11:00+05:30,116676.95,116693.49,116670.15,116670.16,18.10456,116850.94656824353,20.375726790266427,-89.65406888976577,-21.7519412687721,-67.90212762099367
2025-07-15 13:12:00+05:30,116670.16,116800.0,116602.2,116767.88,43.04537,116843.03546650604,37.698500773754745,-85.28176771226572,-13.90371207301763,-71.37805563924809
2025-07-15 13:13:00+05:30,116767.88,116767.88,116702.45,116702.45,13.85405,116829.64637445785,32.58653144756481,-86.10379080440907,-11.780588132128784,-74.32320267228029
2025-07-15 13:14:00+05:30,116702.45,116740.0,116701.22,116721.33,26.93059,116819.33052927138,35.312340027717234,-84.26048934321443,-7.949829336747314,-76.31066000646712
2025-07-15 13:15:00+05:30,116721.33,116767.84,116721.32,116759.66,37.53,116813.64762172173,40.56648008908089,-78.79840997228166,-1.990199972651638,-76.80820999963002
2025-07-15 13:16:00+05:30,116759.67,116766.94,116673.0,116737.12,17.64228,116806.35927679585,38.58192189721509,-75.41907815774903,1.1113054735047996,-76.53038363125383
2025-07-15 13:17:00+05:30,116737.12,116737.12,116686.08,116691.94,12.21845,116795.46220281528,34.89674430746141,-75.516079406676,0.8114433796622649,-76.32752278633826
2025-07-15 13:18:00+05:30,116691.93,116721.81,116668.93,116668.94,22.15377,116783.41246921383,33.160305893438654,-76.56625326942594,-0.19098438647013438,-76.37526888295581
2025-07-15 13:19:00+05:30,116668.93,116684.41,116524.0,116541.25,60.54872,116760.34937690776,25.557059131674063,-86.70258603063121,-8.261853718140316,-78.4407323124909
2025-07-15 13:20:00+05:30,116541.26,116565.97,116440.0,116474.12,58.25815,116733.08943624988,22.620569117130728,-99.01119333892711,-16.45636882114897,-82.55482451777814
